Pin_Group,Pin_Name
all_pcd_tam,XXGPP_H_13_CPU_C10_GATE_B
all_pcd_tam,XXGPP_H_11_UART0_CTS_B_A_I3C1_SCL_A_ISH_GP_11
all_pcd_tam,XXGPP_H_10_UART0_RTS_B_A_I3C1_SDA_A_ISH_GP_10
all_pcd_tam,XXGPP_H_1
all_pcd_tam,XXGPP_H_0
all_pcd_tam,XXGPP_F_9_SX_EXIT_HOLDOFF_B_ISH_GP_11_IEH_FATAL_ERR2_B
all_pcd_tam,XXGPP_F_8_FUSA_DIAGTEST_MODE
all_pcd_tam,XXGPP_F_7_FUSA_DIAGTEST_EN_IMGCLKOUT_2
all_pcd_tam,XXGPP_F_6_CNV_PA_BLANKING
all_pcd_tam,XXGPP_F_5_CRF_CLKREQ
all_pcd_tam,XXGPP_F_4_CNV_RF_RESET_B
all_pcd_tam,XXGPP_F_3_CNV_RGI_RSP_UART2_CTS_B
all_pcd_tam,XXGPP_F_23_IEH_NONFATAL_ERR1_B_A_ISH_GP_9
all_pcd_tam,XXGPP_F_22_THC1_SPI2_DSYNC_IEH_CORR_ERR0_B_A_ISH_GP_8
all_pcd_tam,XXGPP_F_20
all_pcd_tam,XXGPP_F_2_CNV_RGI_DT_UART2_TXD
all_pcd_tam,XXGPP_F_19
all_pcd_tam,XXGPP_F_18_THC1_SPI2_INT_B_A_GSPI0_CS0_B
all_pcd_tam,XXGPP_F_17_THC1_SPI2_CS_B_A_ISH_SPI_CS_B_GSPI1_CS0_B
all_pcd_tam,XXGPP_F_16_THC1_SPI2_RST_B_A_GSPI0_CLK
all_pcd_tam,XXGPP_F_15_THC1_SPI2_IO_3_A_GSPI0_MISO
all_pcd_tam,XXGPP_F_14_THC1_SPI2_IO_2_A_GSPI0_MOSI
all_pcd_tam,XXGPP_F_13_THC_I2C1_SDA_I3C2_SDA_THC1_SPI2_IO_1_A_ISH_SPI_MOSI_GSPI1_MISO_I2C5_SDA
all_pcd_tam,XXGPP_F_12_THC_I2C1_SCL_I3C2_SCL_THC1_SPI2_IO_0_A_ISH_SPI_MISO_GSPI1_MOSI_I2C5_SCL
all_pcd_tam,XXGPP_F_11_THC1_SPI2_CLK_A_ISH_SPI_CLK_GSPI1_CLK
all_pcd_tam,XXGPP_F_10_A_ISH_GP_6
all_pcd_tam,XXGPP_F_1_CNV_BRI_RSP_UART2_RXD
all_pcd_tam,XXGPP_F_0_CNV_BRI_DT_UART2_RTS_B
all_pcd_tam,XXGPP_E_9_USB2_OC0_B
all_pcd_tam,XXGPP_E_8_DDPA_CTRLDATA
all_pcd_tam,XXGPP_E_7_DDPA_CTRLCLK
all_pcd_tam,XXGPP_E_6
all_pcd_tam,XXGPP_E_5_ISH_GP_7
all_pcd_tam,XXGPP_E_3_CPU_GP_0
all_pcd_tam,XXGPP_E_22_THC0_SPI1_DSYNC
all_pcd_tam,XXGPP_E_21_PMCALERT_B
all_pcd_tam,XXGPP_E_20_PMC_I2C_SCL
all_pcd_tam,XXGPP_E_2_CPU_GP_3_VRALERT_B_ISH_GP_10
all_pcd_tam,XXGPP_E_19_PMC_I2C_SDA
all_pcd_tam,XXGPP_E_18_THC0_SPI1_INT_B
all_pcd_tam,XXGPP_E_17_THC0_SPI1_CS_B_GSPI0_CS0_B
all_pcd_tam,XXGPP_E_16_THC0_SPI1_RST_B
all_pcd_tam,XXGPP_E_15_THC0_SPI1_IO_3
all_pcd_tam,XXGPP_E_14_THC0_SPI1_IO_2
all_pcd_tam,XXGPP_E_13_THC_I2C0_SDA_THC0_SPI1_IO_1_GSPI0_MISO_I2C4_SDA
all_pcd_tam,XXGPP_E_12_THC_I2C0_SCL_THC0_SPI1_IO_0_GSPI0_MOSI_I2C4_SCL
all_pcd_tam,XXGPP_E_11_THC0_SPI1_CLK_GSPI0_CLK
all_pcd_tam,XXGPP_E_10
all_pcd_tam,XXGPP_E_1_CPU_GP_2_SLP_DRAM_B_A_ISH_GP_5
all_pcd_tam,XXGPP_D_9_I2S_MCLK1_OUT
all_pcd_tam,XXGPP_D_8_ISH_UART0_CTS_B_ISH_SPI_MOSI_SML0BALERT_B
all_pcd_tam,XXGPP_D_7_ISH_UART0_RTS_B_ISH_SPI_MISO
all_pcd_tam,XXGPP_D_6_ISH_UART0_TXD_ISH_SPI_CLK_SML0BCLK
all_pcd_tam,XXGPP_D_5_ISH_UART0_RXD_ISH_SPI_CS_B_SML0BDATA
all_pcd_tam,XXGPP_D_4_IMGCLKOUT_0
all_pcd_tam,XXGPP_D_3_CPU_GP_1
all_pcd_tam,XXGPP_D_25_ESPI_ALERT3_B
all_pcd_tam,XXGPP_D_24_ESPI_ALERT2_B
all_pcd_tam,XXGPP_D_22_BPKI3C_SDA
all_pcd_tam,XXGPP_D_21_UFS_REFCLK_SRCCLKREQ8_B
all_pcd_tam,XXGPP_D_20_SRCCLKREQ7_B
all_pcd_tam,XXGPP_D_2_A_I2C3_SCL_L_BKLTCTL2_A_ISH_I2C2_SCL
all_pcd_tam,XXGPP_D_19_TBT_LSX0_OE
all_pcd_tam,XXGPP_D_18_SRCCLKREQ6_B
all_pcd_tam,XXGPP_D_17_HDA_SDI_1_DMIC_DATA_1
all_pcd_tam,XXGPP_D_16_HDA_RST_B_DMIC_CLK_A_1
all_pcd_tam,XXGPP_D_15
all_pcd_tam,XXGPP_D_14_TBT_LSX3_OE
all_pcd_tam,XXGPP_D_13_HDA_SDI_0_I2S0_RXD_HDACPU_SDI
all_pcd_tam,XXGPP_D_12_HDA_SDO_I2S0_TXD_HDACPU_SDO
all_pcd_tam,XXGPP_D_11_HDA_SYNC_I2S0_SFRM
all_pcd_tam,XXGPP_D_10_HDA_BCLK_I2S0_SCLK_HDACPU_BCLK
all_pcd_tam,XXGPP_D_1_A_I2C3_SDA_L_BKLTEN2_A_ISH_I2C2_SDA
all_pcd_tam,XXGPP_D_0_IMGCLKOUT_1
all_pcd_tam,XXGPP_C_9_SRCCLKREQ0_B
all_pcd_tam,XXGPP_C_8_SML1ALERT_B_PCHHOT_B
all_pcd_tam,XXGPP_C_7_SML1DATA
all_pcd_tam,XXGPP_C_6_SML1CLK
all_pcd_tam,XXGPP_C_5_SML0ALERT_B
all_pcd_tam,XXGPP_C_4_SML0DATA
all_pcd_tam,XXGPP_C_3_SML0CLK
all_pcd_tam,XXGPP_C_23_TBT_LSX3_B_DDP4_CTRLDATA
all_pcd_tam,XXGPP_C_22_TBT_LSX3_A_DDP4_CTRLCLK
all_pcd_tam,XXGPP_C_21_TBT_LSX2_B_DDP3_CTRLDATA
all_pcd_tam,XXGPP_C_20_TBT_LSX2_A_DDP3_CTRLCLK
all_pcd_tam,XXGPP_C_2_SMBALERT_B
all_pcd_tam,XXGPP_C_19_TBT_LSX1_B_DDP2_CTRLDATA
all_pcd_tam,XXGPP_C_18_TBT_LSX1_A_DDP2_CTRLCLK
all_pcd_tam,XXGPP_C_17_TBT_LSX0_B_DDP1_CTRLDATA
all_pcd_tam,XXGPP_C_16_TBT_LSX0_A_DDP1_CTRLCLK
all_pcd_tam,XXGPP_C_15
all_pcd_tam,XXGPP_C_14_SRCCLKREQ5_B
all_pcd_tam,XXGPP_C_13_SRCCLKREQ4_B
all_pcd_tam,XXGPP_C_12_SRCCLKREQ3_B
all_pcd_tam,XXGPP_C_11_SRCCLKREQ2_B
all_pcd_tam,XXGPP_C_10_SRCCLKREQ1_B
all_pcd_tam,XXGPP_B_9_DDSP_HPD1_DISP_MISC1
all_pcd_tam,XXGPP_B_8_BK_4_SBK_4_ISH_GP_4
all_pcd_tam,XXGPP_B_7_BK_3_SBK_3_ISH_GP_3
all_pcd_tam,XXGPP_B_6_BK_2_SBK_2_ISH_GP_2
all_pcd_tam,XXGPP_B_5_BK_1_SBK_1_ISH_GP_1
all_pcd_tam,XXGPP_B_3_ISH_I2C0_SCL_ISH_I3C0_SCL_A_I2C2_SCL
all_pcd_tam,XXGPP_B_25_ESPI_ALERT1_B
all_pcd_tam,XXGPP_B_24_ESPI_ALERT0_B
all_pcd_tam,XXGPP_B_23_TIME_SYNC_1_ISH_GP_6
all_pcd_tam,XXGPP_B_22_TIME_SYNC_0_ISH_GP_5
all_pcd_tam,XXGPP_B_21_A_I2C5_SCL_CNV_MFUART0_CTS_B_ISH_GP_9
all_pcd_tam,XXGPP_B_20_A_I2C5_SDA_CNV_MFUART0_RTS_B_ISH_GP_8
all_pcd_tam,XXGPP_B_2_ISH_I2C0_SDA_ISH_I3C0_SDA_A_I2C2_SDA
all_pcd_tam,XXGPP_B_19_ISH_I2C2_SCL_A_I2C4_SCL_CNV_MFUART0_TXD
all_pcd_tam,XXGPP_B_18_ISH_I2C2_SDA_A_I2C4_SDA_CNV_MFUART0_RXD
all_pcd_tam,XXGPP_B_17_TBT_LSX0_OE_L_VDDEN2
all_pcd_tam,XXGPP_B_16_TBT_LSX1_OE
all_pcd_tam,XXGPP_B_15_USB2_OC3_B
all_pcd_tam,XXGPP_B_14_USB2_OC2_B_DDSP_HPD4_DISP_MISC4
all_pcd_tam,XXGPP_B_13_PLTRST_B
all_pcd_tam,XXGPP_B_12_SLP_S0_B
all_pcd_tam,XXGPP_B_11_USB2_OC1_B_DDSP_HPD3_DISP_MISC3
all_pcd_tam,XXGPP_B_10_DDSP_HPD2_DISP_MISC2
all_pcd_tam,XXGPP_B_1_USBC_SMLDATA
all_pcd_tam,XXGPP_B_0_USBC_SMLCLK
all_pcd_tam,XXGPP_A_9_OSSE_SMLDATA
all_pcd_tam,XXGPP_A_8_OSSE_SMLCLK
all_pcd_tam,XXGPP_A_6_ESPI_RESET_B
all_pcd_tam,XXGPP_A_5_ESPI_CLK
all_pcd_tam,XXGPP_A_4_ESPI_CS0_B
all_pcd_tam,XXGPP_A_3_ESPI_IO_3_PRIACK_B
all_pcd_tam,XXGPP_A_2_ESPI_IO_2_PRIPWRDNACK
all_pcd_tam,XXGPP_A_17_ESPI_CS3_B
all_pcd_tam,XXGPP_A_16_ESPI_CS2_B
all_pcd_tam,XXGPP_A_15_DNX_FORCE_RELOAD
all_pcd_tam,XXGPP_A_13_ESPI_CS1_B
all_pcd_tam,XXGPP_A_12
all_pcd_tam,XXGPP_A_11
all_pcd_tam,XXGPP_A_10_OSSE_SMLALERT_B
all_pcd_tam,XXGPP_A_1_ESPI_IO_1
all_pcd_tam,XXGPP_A_0_ESPI_IO_0
all_pcd_tam,XXDDSP_HPDA
all_pcd_tam,XXCLKOUT_SOC_8_P_DP
all_pcd_tam,XXCLKOUT_SOC_8_N_DP
all_pcd_tam,XXCLKOUT_SOC_7_P_DP
all_pcd_tam,XXCLKOUT_SOC_7_N_DP
all_pcd_tam,XXCLKOUT_SOC_6_P_DP
all_pcd_tam,XXCLKOUT_SOC_6_N_DP
all_pcd_tam,XXCLKOUT_SOC_5_P_DP
all_pcd_tam,XXCLKOUT_SOC_5_N_DP
all_pcd_tam,XXCLKOUT_SOC_4_P_DP
all_pcd_tam,XXCLKOUT_SOC_4_N_DP
all_pcd_tam,XXCLKOUT_SOC_3_P_DP
all_pcd_tam,XXCLKOUT_SOC_3_N_DP
all_pcd_tam,XXCLKOUT_SOC_2_P_DP
all_pcd_tam,XXCLKOUT_SOC_2_N_DP
all_pcd_tam,XXCLKOUT_SOC_1_P_DP
all_pcd_tam,XXCLKOUT_SOC_1_N_DP
all_pcd_tam,XXCLKOUT_SOC_0_P_DP
all_pcd_tam,XXCLKOUT_SOC_0_N_DP
all_pcd_tam,XXUSB2B_ID
all_pcd_tam,XXGPP_H_24_ESPI_ALERT4_B
all_pcd_tam,XXGPP_H_23_ESPI_CS4_B
all_pcd_tam,XXGPP_H_18
all_pcd_tam,XXGPP_H_12
all_pcd_tam,XXGPP_F_21
all_pcd_tam,XXGPP_E_4
all_pcd_tam,XXGPP_E_0
all_pcd_tam,XXGPP_A_7
all_pcd_tam,XXGPP_A_14_ADR_COMPLETE
all_pcd_tam,XXMLK_RST_B
all_pcd_tam,XXMLK_DATA
all_pcd_tam,XXMLK_CLK
all_pcd_tam,XXPCIE5_REF_PAD_CLK_N
all_pcd_tam,XXPCIE5_REF_PAD_CLK_P
all_pcd_tam,XXTYPEC_0_AUXPAD_N
all_pcd_tam,XXTYPEC_0_AUXPAD_P
all_pcd_tam,XXTYPEC_0_TX0_N
all_pcd_tam,XXTYPEC_0_TX0_P
all_pcd_tam,XXTYPEC_0_TX1_N
all_pcd_tam,XXTYPEC_0_TX1_P
all_pcd_tam,XXTYPEC_0_TXRX0_N
all_pcd_tam,XXTYPEC_0_TXRX0_P
all_pcd_tam,XXTYPEC_0_TXRX1_N
all_pcd_tam,XXTYPEC_0_TXRX1_P
all_pcd_tam,XXTYPEC_1_AUXPAD_N
all_pcd_tam,XXTYPEC_1_AUXPAD_P
all_pcd_tam,XXTYPEC_1_TX0_N
all_pcd_tam,XXTYPEC_1_TX0_P
all_pcd_tam,XXTYPEC_1_TX1_N
all_pcd_tam,XXTYPEC_1_TX1_P
all_pcd_tam,XXTYPEC_1_TXRX0_N
all_pcd_tam,XXTYPEC_1_TXRX0_P
all_pcd_tam,XXTYPEC_1_TXRX1_N
all_pcd_tam,XXTYPEC_1_TXRX1_P
all_pcd_tam,XXTYPEC_2_AUXPAD_N
all_pcd_tam,XXTYPEC_2_AUXPAD_P
all_pcd_tam,XXTYPEC_2_TX0_N
all_pcd_tam,XXTYPEC_2_TX0_P
all_pcd_tam,XXTYPEC_2_TX1_N
all_pcd_tam,XXTYPEC_2_TX1_P
all_pcd_tam,XXTYPEC_2_TXRX0_N
all_pcd_tam,XXTYPEC_2_TXRX0_P
all_pcd_tam,XXTYPEC_2_TXRX1_N
all_pcd_tam,XXTYPEC_2_TXRX1_P
all_pcd_tam,XXTYPEC_3_AUXPAD_N
all_pcd_tam,XXTYPEC_3_AUXPAD_P
all_pcd_tam,XXTYPEC_3_TX0_N
all_pcd_tam,XXTYPEC_3_TX0_P
all_pcd_tam,XXTYPEC_3_TX1_N
all_pcd_tam,XXTYPEC_3_TX1_P
all_pcd_tam,XXTYPEC_3_TXRX0_N
all_pcd_tam,XXTYPEC_3_TXRX0_P
all_pcd_tam,XXTYPEC_3_TXRX1_N
all_pcd_tam,XXTYPEC_3_TXRX1_P
all_pcd_tam,XXPCIE_GEN4_1_LAN_0_RX_N
all_pcd_tam,XXPCIE_GEN4_1_LAN_0_RX_P
all_pcd_tam,XXPCIE_GEN4_1_LAN_0_TX_N
all_pcd_tam,XXPCIE_GEN4_1_LAN_0_TX_P
all_pcd_tam,XXPCIE_GEN4_2_RX_N
all_pcd_tam,XXPCIE_GEN4_2_RX_P
all_pcd_tam,XXPCIE_GEN4_2_TX_N
all_pcd_tam,XXPCIE_GEN4_2_TX_P
all_pcd_tam,XXPCIE_GEN4_3_RX_N
all_pcd_tam,XXPCIE_GEN4_3_RX_P
all_pcd_tam,XXPCIE_GEN4_3_TX_N
all_pcd_tam,XXPCIE_GEN4_3_TX_P
all_pcd_tam,XXPCIE_GEN4_4_RX_N
all_pcd_tam,XXPCIE_GEN4_4_RX_P
all_pcd_tam,XXPCIE_GEN4_4_TX_N
all_pcd_tam,XXPCIE_GEN4_4_TX_P
all_pcd_tam,XXPCIE_GEN4_5_RX_N
all_pcd_tam,XXPCIE_GEN4_5_RX_P
all_pcd_tam,XXPCIE_GEN4_5_TX_N
all_pcd_tam,XXPCIE_GEN4_5_TX_P
all_pcd_tam,XXPCIE_GEN4_6_RX_N
all_pcd_tam,XXPCIE_GEN4_6_RX_P
all_pcd_tam,XXPCIE_GEN4_6_TX_N
all_pcd_tam,XXPCIE_GEN4_6_TX_P
all_pcd_tam,XXPCIE_GEN4_7_RX_N
all_pcd_tam,XXPCIE_GEN4_7_RX_P
all_pcd_tam,XXPCIE_GEN4_7_TX_N
all_pcd_tam,XXPCIE_GEN4_7_TX_P
all_pcd_tam,XXPCIE_GEN4_8_RX_N
all_pcd_tam,XXPCIE_GEN4_8_RX_P
all_pcd_tam,XXPCIE_GEN4_8_TX_N
all_pcd_tam,XXPCIE_GEN4_8_TX_P
all_pcd_tam,XXMBPB_0
all_pcd_tam,XXMBPB_1
all_pcd_tam,XXMBPB_2
all_pcd_tam,XXMBPB_3
all_pcd_tam,XXTRIG_SMB5
all_pcd_ssn,XXHPTP_PCD_CLK__EC
all_pcd_ssn,XXSSN_IN_CLK__EC
all_pcd_ssn,XXSSN_OUTIN_CLK__EC
all_pcd_ssn,XXRTCX1__HPC
all_pcd_ssn,XXXTAL_IN__HPC
all_pcd_ssn,XXXTAL_OUT
all_pcd_ssn,XXUSB2A_ID
all_pcd_ssn,XXUSB2_8_P
all_pcd_ssn,XXUSB2_8_N
all_pcd_ssn,XXUSB2_7_P
all_pcd_ssn,XXUSB2_7_N
all_pcd_ssn,XXUSB2_6_P
all_pcd_ssn,XXUSB2_6_N
all_pcd_ssn,XXUSB2_5_P
all_pcd_ssn,XXUSB2_5_N
all_pcd_ssn,XXUSB2_4_P
all_pcd_ssn,XXUSB2_4_N
all_pcd_ssn,XXUSB2_3_P
all_pcd_ssn,XXUSB2_3_N
all_pcd_ssn,XXUSB2_2_P
all_pcd_ssn,XXUSB2_2_N
all_pcd_ssn,XXUSB2_1_P
all_pcd_ssn,XXUSB2_1_N
all_pcd_ssn,XXSPI0_TPM_CS_B
all_pcd_ssn,XXSPI0_MOSI_IO_0
all_pcd_ssn,XXSPI0_MISO_IO_1
all_pcd_ssn,XXSPI0_FLASH_1_CS_B
all_pcd_ssn,XXSPI0_FLASH_0_CS_B
all_pcd_ssn,XXSPI0_CLK
all_pcd_ssn,XXRTCX2
all_pcd_ssn,XXEDM_SOC
all_pcd_ssn,XXEDM_SOC_GND
all_pcd_ssn,XXL_VDDEN
all_pcd_ssn,XXL_BKLTEN
all_pcd_ssn,XXL_BKLTCTL
all_pcd_ssn,XXHPTP_PCD_TX_7
all_pcd_ssn,XXHPTP_PCD_TX_6
all_pcd_ssn,XXHPTP_PCD_TX_5
all_pcd_ssn,XXHPTP_PCD_TX_4
all_pcd_ssn,XXHPTP_PCD_TX_3
all_pcd_ssn,XXHPTP_PCD_TX_2
all_pcd_ssn,XXHPTP_PCD_TX_1
all_pcd_ssn,XXHPTP_PCD_TX_0
all_pcd_ssn,XXHPTP_PCD_RX_7
all_pcd_ssn,XXHPTP_PCD_RX_6
all_pcd_ssn,XXHPTP_PCD_RX_5
all_pcd_ssn,XXHPTP_PCD_RX_4
all_pcd_ssn,XXHPTP_PCD_RX_3
all_pcd_ssn,XXHPTP_PCD_RX_2
all_pcd_ssn,XXHPTP_PCD_RX_1
all_pcd_ssn,XXHPTP_PCD_RX_0
all_pcd_ssn,XXHPTP_PCD_CTL
all_pcd_ssn,XXGPP_V_9_SLP_S5_B
all_pcd_ssn,XXGPP_V_8_SLP_WLAN_B
all_pcd_ssn,XXGPP_V_7_SUSCLK
all_pcd_ssn,XXGPP_V_6_SLP_A_B
all_pcd_ssn,XXGPP_V_5_SLP_S4_B
all_pcd_ssn,XXGPP_V_4_SLP_S3_B
all_pcd_ssn,XXGPP_V_3_PWRBTN_B
all_pcd_ssn,XXGPP_V_2_SOC_WAKE_B
all_pcd_ssn,XXGPP_V_17
all_pcd_ssn,XXGPP_V_16_VCCST_EN
all_pcd_ssn,XXGPP_V_15_THERMTRIP_B
all_pcd_ssn,XXGPP_V_14_FORCEPR_B
all_pcd_ssn,XXGPP_V_13_CATERR_B
all_pcd_ssn,XXGPP_V_12_WAKE_B
all_pcd_ssn,XXGPP_V_11_SLP_LAN_B
all_pcd_ssn,XXGPP_V_10_LANPHYPC
all_pcd_ssn,XXGPP_V_1_AC_PRESENT
all_pcd_ssn,XXGPP_V_0_BATLOW_B
all_pcd_ssn,XXGPP_S_7_SNDW3_DATA3_SNDW2_DATA2_SNDW1_DATA0_DMIC_DATA_1_I2S2_RXD
all_pcd_ssn,XXGPP_S_6_SNDW2_DATA1_SNDW1_CLK_DMIC_CLK_A_1_I2S2_TXD
all_pcd_ssn,XXGPP_S_5_SNDW2_DATA0_DMIC_DATA_0_I2S2_SFRM
all_pcd_ssn,XXGPP_S_4_SNDW2_CLK_DMIC_CLK_A_0_I2S2_SCLK
all_pcd_ssn,XXGPP_S_3_SNDW3_DATA2_SNDW2_DATA1_SNDW0_DATA0_DMIC_DATA_0_I2S1_SFRM
all_pcd_ssn,XXGPP_S_2_SNDW3_DATA1_SNDW0_CLK_DMIC_CLK_A_0_I2S1_SCLK
all_pcd_ssn,XXGPP_S_1_SNDW3_DATA0_I2S1_RXD
all_pcd_ssn,XXGPP_S_0_SNDW3_CLK_I2S1_TXD
all_pcd_ssn,XXGPP_H_9_UART0_TXD
all_pcd_ssn,XXGPP_H_8_UART0_RXD
all_pcd_ssn,XXGPP_H_7_I2C3_SCL_UART1_TXD_A_ISH_UART1_TXD
all_pcd_ssn,XXGPP_H_6_I2C3_SDA_UART1_RXD_A_ISH_UART1_RXD
all_pcd_ssn,XXGPP_H_5_I2C2_SCL_CNV_MFUART2_TXD
all_pcd_ssn,XXGPP_H_4_I2C2_SDA_CNV_MFUART2_RXD
all_pcd_ssn,XXGPP_H_3_MIC_MUTE
all_pcd_ssn,XXGPP_H_22_I2C1_SCL_I3C1_SCL
all_pcd_ssn,XXGPP_H_21_I2C1_SDA_I3C1_SDA
all_pcd_ssn,XXGPP_H_20_I2C0_SCL_I3C0_SCL
all_pcd_ssn,XXGPP_H_19_I2C0_SDA_I3C0_SDA
all_pcd_ssn,XXGPP_H_17_MIC_MUTE_LED
all_pcd_ssn,XXGPP_H_16_TBT_LSX2_OE_PCIE_LNK_DOWN
all_pcd_ssn,XXGPP_H_15_ISH_UART1_TXD_A_UART1_TXD_ISH_I2C1_SCL_ISH_I3C1_SCL
all_pcd_ssn,XXGPP_H_14_ISH_UART1_RXD_A_UART1_RXD_ISH_I2C1_SDA_ISH_I3C1_SDA
all_pcd_ssn,XXGPP_H_13_CPU_C10_GATE_B
all_pcd_ssn,XXGPP_H_11_UART0_CTS_B_A_I3C1_SCL_A_ISH_GP_11
all_pcd_ssn,XXGPP_H_10_UART0_RTS_B_A_I3C1_SDA_A_ISH_GP_10
all_pcd_ssn,XXGPP_H_1
all_pcd_ssn,XXGPP_H_0
all_pcd_ssn,XXGPP_F_9_SX_EXIT_HOLDOFF_B_ISH_GP_11_IEH_FATAL_ERR2_B
all_pcd_ssn,XXGPP_F_8_FUSA_DIAGTEST_MODE
all_pcd_ssn,XXGPP_F_7_FUSA_DIAGTEST_EN_IMGCLKOUT_2
all_pcd_ssn,XXGPP_F_6_CNV_PA_BLANKING
all_pcd_ssn,XXGPP_F_5_CRF_CLKREQ
all_pcd_ssn,XXGPP_F_4_CNV_RF_RESET_B
all_pcd_ssn,XXGPP_F_3_CNV_RGI_RSP_UART2_CTS_B
all_pcd_ssn,XXGPP_F_22_THC1_SPI2_DSYNC_IEH_CORR_ERR0_B_A_ISH_GP_8
all_pcd_ssn,XXGPP_F_20
all_pcd_ssn,XXGPP_F_2_CNV_RGI_DT_UART2_TXD
all_pcd_ssn,XXGPP_F_19
all_pcd_ssn,XXGPP_F_18_THC1_SPI2_INT_B_A_GSPI0_CS0_B
all_pcd_ssn,XXGPP_F_17_THC1_SPI2_CS_B_A_ISH_SPI_CS_B_GSPI1_CS0_B
all_pcd_ssn,XXGPP_F_16_THC1_SPI2_RST_B_A_GSPI0_CLK
all_pcd_ssn,XXGPP_F_15_THC1_SPI2_IO_3_A_GSPI0_MISO
all_pcd_ssn,XXGPP_F_14_THC1_SPI2_IO_2_A_GSPI0_MOSI
all_pcd_ssn,XXGPP_F_13_THC_I2C1_SDA_I3C2_SDA_THC1_SPI2_IO_1_A_ISH_SPI_MOSI_GSPI1_MISO_I2C5_SDA
all_pcd_ssn,XXGPP_F_12_THC_I2C1_SCL_I3C2_SCL_THC1_SPI2_IO_0_A_ISH_SPI_MISO_GSPI1_MOSI_I2C5_SCL
all_pcd_ssn,XXGPP_F_11_THC1_SPI2_CLK_A_ISH_SPI_CLK_GSPI1_CLK
all_pcd_ssn,XXGPP_F_10_A_ISH_GP_6
all_pcd_ssn,XXGPP_F_1_CNV_BRI_RSP_UART2_RXD
all_pcd_ssn,XXGPP_F_0_CNV_BRI_DT_UART2_RTS_B
all_pcd_ssn,XXGPP_E_9_USB2_OC0_B
all_pcd_ssn,XXGPP_E_8_DDPA_CTRLDATA
all_pcd_ssn,XXGPP_E_7_DDPA_CTRLCLK
all_pcd_ssn,XXGPP_E_6
all_pcd_ssn,XXGPP_E_5_ISH_GP_7
all_pcd_ssn,XXGPP_E_3_CPU_GP_0
all_pcd_ssn,XXGPP_E_22_THC0_SPI1_DSYNC
all_pcd_ssn,XXGPP_E_21_PMCALERT_B
all_pcd_ssn,XXGPP_E_20_PMC_I2C_SCL
all_pcd_ssn,XXGPP_E_2_CPU_GP_3_VRALERT_B_ISH_GP_10
all_pcd_ssn,XXGPP_E_19_PMC_I2C_SDA
all_pcd_ssn,XXGPP_E_18_THC0_SPI1_INT_B
all_pcd_ssn,XXGPP_E_17_THC0_SPI1_CS_B_GSPI0_CS0_B
all_pcd_ssn,XXGPP_E_16_THC0_SPI1_RST_B
all_pcd_ssn,XXGPP_E_15_THC0_SPI1_IO_3
all_pcd_ssn,XXGPP_E_14_THC0_SPI1_IO_2
all_pcd_ssn,XXGPP_E_13_THC_I2C0_SDA_THC0_SPI1_IO_1_GSPI0_MISO_I2C4_SDA
all_pcd_ssn,XXGPP_E_12_THC_I2C0_SCL_THC0_SPI1_IO_0_GSPI0_MOSI_I2C4_SCL
all_pcd_ssn,XXGPP_E_11_THC0_SPI1_CLK_GSPI0_CLK
all_pcd_ssn,XXGPP_E_10
all_pcd_ssn,XXGPP_E_1_CPU_GP_2_SLP_DRAM_B_A_ISH_GP_5
all_pcd_ssn,XXGPP_D_9_I2S_MCLK1_OUT
all_pcd_ssn,XXGPP_D_8_ISH_UART0_CTS_B_ISH_SPI_MOSI_SML0BALERT_B
all_pcd_ssn,XXGPP_D_7_ISH_UART0_RTS_B_ISH_SPI_MISO
all_pcd_ssn,XXGPP_D_6_ISH_UART0_TXD_ISH_SPI_CLK_SML0BCLK
all_pcd_ssn,XXGPP_D_5_ISH_UART0_RXD_ISH_SPI_CS_B_SML0BDATA
all_pcd_ssn,XXGPP_D_4_IMGCLKOUT_0
all_pcd_ssn,XXGPP_D_3_CPU_GP_1
all_pcd_ssn,XXGPP_D_25_ESPI_ALERT3_B
all_pcd_ssn,XXGPP_D_24_ESPI_ALERT2_B
all_pcd_ssn,XXGPP_D_22_BPKI3C_SDA
all_pcd_ssn,XXGPP_D_21_UFS_REFCLK_SRCCLKREQ8_B
all_pcd_ssn,XXGPP_D_20_SRCCLKREQ7_B
all_pcd_ssn,XXGPP_D_2_A_I2C3_SCL_L_BKLTCTL2_A_ISH_I2C2_SCL
all_pcd_ssn,XXGPP_D_19_TBT_LSX0_OE
all_pcd_ssn,XXGPP_D_18_SRCCLKREQ6_B
all_pcd_ssn,XXGPP_D_17_HDA_SDI_1_DMIC_DATA_1
all_pcd_ssn,XXGPP_D_16_HDA_RST_B_DMIC_CLK_A_1
all_pcd_ssn,XXGPP_D_15
all_pcd_ssn,XXGPP_D_14_TBT_LSX3_OE
all_pcd_ssn,XXGPP_D_13_HDA_SDI_0_I2S0_RXD_HDACPU_SDI
all_pcd_ssn,XXGPP_D_12_HDA_SDO_I2S0_TXD_HDACPU_SDO
all_pcd_ssn,XXGPP_D_11_HDA_SYNC_I2S0_SFRM
all_pcd_ssn,XXGPP_D_10_HDA_BCLK_I2S0_SCLK_HDACPU_BCLK
all_pcd_ssn,XXGPP_D_1_A_I2C3_SDA_L_BKLTEN2_A_ISH_I2C2_SDA
all_pcd_ssn,XXGPP_D_0_IMGCLKOUT_1
